,run,epoch,loss,accuracy,epoch duration,run duration,lr,batch_size
0,1,1,0.6058865023612976,0.7664,16.849952936172485,17.099923372268677,0.01,128
1,2,1,0.6684864523728689,0.7428833333333333,15.520437240600586,15.92903208732605,0.01,256
